V1,id,question,treatment,property,abs_value_diff,value_diff,Index,Property,question_treatment,question_control,population_density,walk_score,median_household_income,median_age,race,median_rooms_rounded,bedrooms,bathrooms,sq_ft,year_built,housing_density,median_male_age,pct_white,school_districts,pct_lt_hs_grad,median_rooms,pct_hs_grad,pct_at_least_col_grad,GEOID,state,tract,NAME,ALAND,ALAND_SQMI,county,Pair_ID,INTPTLAT,INTPTLONG,iframe,Racial majority detail,white_value_diff,is_white,street_view_person
430,25,17n,0,Property 1,12000,12000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,12000,1,0
433,26,17n,0,Property 2,2000,-2000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-2000,0,0
435,34,17n,0,Property 2,1000,-1000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-1000,0,0
437,35,17n,0,Property 2,2000,-2000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-2000,0,0
439,36,17n,0,Property 2,10000,-10000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-10000,0,0
441,41,17n,0,Property 2,100,-100,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-100,0,0
443,42,17n,0,Property 2,15000,-15000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-15000,0,0
445,43,17n,0,Property 2,55000,-55000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-55000,0,0
447,45,17n,0,Property 2,5000,-5000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-5000,0,0
448,47,17n,0,Property 1,7000,7000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,7000,1,0
451,48,17n,0,Property 2,1000,-1000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-1000,0,0
453,49,17n,0,Property 2,4000,-4000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-4000,0,0
455,51,17n,0,Property 2,200,-200,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-200,0,0
457,52,17n,0,Property 2,2500,-2500,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-2500,0,0
459,54,17n,0,Property 2,1000,-1000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-1000,0,0
461,56,17n,0,Property 2,2000,-2000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-2000,0,0
462,57,17n,0,Property 1,2000,2000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,2000,1,0
465,5,18n,0,Property 2,4000,-4000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-4000,0,0
466,6,18n,0,Property 1,15000,15000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,15000,1,0
468,7,18n,0,Property 1,40000,40000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,40000,1,0
470,10,18n,0,Property 1,80000,80000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,80000,1,0
473,12,18n,0,Property 2,1000,-1000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-1000,0,0
474,13,18n,0,Property 1,14000,14000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,14000,1,0
476,15,18n,0,Property 1,5000,5000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,5000,1,0
478,18,18n,0,Property 1,1000,1000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,1000,1,0
481,19,18n,0,Property 2,7000,-7000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-7000,0,0
482,21,18n,0,Property 1,8000,8000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,8000,1,0
485,23,18n,0,Property 2,20000,-20000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-20000,0,0
487,24,18n,0,Property 2,15000,-15000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-15000,0,0
489,25,18n,0,Property 2,10000,-10000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-10000,0,0
491,26,18n,0,Property 2,5,-5,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-5,0,0
493,34,18n,0,Property 2,10000,-10000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-10000,0,0
495,35,18n,0,Property 2,5000,-5000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-5000,0,0
497,36,18n,0,Property 2,50000,-50000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-50000,0,0
499,41,18n,0,Property 2,1300,-1300,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-1300,0,0
501,42,18n,0,Property 2,25000,-25000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-25000,0,0
503,43,18n,0,Property 2,25000,-25000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-25000,0,0
505,45,18n,0,Property 2,10000,-10000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-10000,0,0
507,47,18n,0,Property 2,30000,-30000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-30000,0,0
508,48,18n,0,Property 1,3000,3000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,3000,1,0
510,49,18n,0,Property 1,23000,23000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,23000,1,0
512,51,18n,0,Property 1,200,200,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,200,1,0
515,52,18n,0,Property 2,3000,-3000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-3000,0,0
517,54,18n,0,Property 2,1000,-1000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-1000,0,0
518,56,18n,0,Property 1,5000,5000,21127,Property 1,p18s-1,p18n-1,2223.03263,13.11111111,41504,34.7,white,3,3,2,2108,1987,1034.932821,30.4,0.6040407529,['Washington Township Metropolitan School District'],0.1004163605,3.8,0.2605927014,0.4244428117,18097320204,18,320204,"Census Tract 3202.04, Marion County, Indiana",6747572,2.605,97,18,39.9184128,-86.1092043,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/8f00f320d554aadb?cells=test""""></iframe>",white alone,5000,1,0
521,57,18n,0,Property 2,3000,-3000,21134,Property 2,p18s-1,p18n-1,1942.812983,12.66666667,38750,35,black,5,3,2,2093,1990,799.072643,31,0.1400159109,['Indianapolis Public Schools'],0.1584385763,5.5,0.2709529277,0.2101033295,18097350100,18,350100,"Census Tract 3501, Marion County, Indiana",1676841,0.647,97,18,39.8119122,-86.1908337,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/0a91c3ad97994684?cells=test""""></iframe>",black,-3000,0,0
522,5,20n,0,Property 1,5000,5000,43202,Property 1,p20s-1,p20n-1,7362.694301,15.6,57206,35.8,black,6,4,2,2710,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-5000,0,0
524,6,20n,0,Property 1,5000,5000,43202,Property 1,p20s-1,p20n-1,7362.694301,15.6,57206,35.8,black,6,4,2,2710,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-5000,0,0
526,7,20n,0,Property 1,5000,5000,43202,Property 1,p20s-1,p20n-1,7362.694301,15.6,57206,35.8,black,6,4,2,2710,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-5000,0,0
528,10,20n,0,Property 1,50000,50000,43202,Property 1,p20s-1,p20n-1,7362.694301,15.6,57206,35.8,black,6,4,2,2710,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-50000,0,0
530,12,20n,0,Property 1,500,500,43202,Property 1,p20s-1,p20n-1,7362.694301,15.6,57206,35.8,black,6,4,2,2710,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-500,0,0
